item_id,store_id,date,sales,sell_price,category
FOODS_1_052,WI_3,2014-06-15,1.0,0.98,FOODS
FOODS_1_065,CA_1,2011-04-24,4.0,2.94,FOODS
FOODS_1_065,CA_1,2013-05-05,1.0,2.88,FOODS
FOODS_1_065,CA_2,2011-04-24,9.0,2.94,FOODS
FOODS_1_065,CA_3,2011-04-24,2.0,2.94,FOODS
FOODS_1_065,CA_3,2013-05-05,1.0,2.88,FOODS
FOODS_1_065,CA_3,2014-06-15,3.0,2.88,FOODS
FOODS_1_065,TX_1,2013-05-05,1.0,2.88,FOODS
FOODS_1_065,TX_2,2013-05-05,1.0,2.88,FOODS
FOODS_1_065,WI_1,2011-04-24,1.0,2.94,FOODS
FOODS_1_065,WI_1,2013-05-05,1.0,2.88,FOODS
FOODS_1_065,WI_2,2013-05-05,1.0,2.88,FOODS
FOODS_1_065,WI_3,2013-05-05,6.0,2.88,FOODS
FOODS_1_078,CA_1,2014-04-20,2.0,3.24,FOODS
FOODS_1_078,CA_3,2013-05-05,2.0,3.24,FOODS
FOODS_1_078,CA_3,2014-06-15,2.0,3.24,FOODS
FOODS_1_078,TX_1,2014-04-20,1.0,3.24,FOODS
FOODS_1_078,TX_2,2013-05-05,1.0,3.24,FOODS
FOODS_1_078,TX_2,2014-04-20,1.0,3.24,FOODS
FOODS_1_078,TX_2,2014-06-15,1.0,3.24,FOODS
FOODS_1_078,TX_3,2013-05-05,1.0,3.24,FOODS
FOODS_1_078,TX_3,2014-04-20,2.0,3.24,FOODS
FOODS_1_078,WI_1,2013-05-05,2.0,3.24,FOODS
FOODS_1_078,WI_1,2014-06-15,1.0,3.24,FOODS
FOODS_1_078,WI_3,2014-06-15,1.0,3.24,FOODS
FOODS_1_079,TX_3,2014-06-15,1.0,5.57,FOODS
FOODS_1_093,CA_4,2014-04-20,1.0,5.33,FOODS
FOODS_1_093,TX_3,2014-06-15,1.0,6.03,FOODS
FOODS_1_099,CA_1,2013-05-05,4.0,0.98,FOODS
FOODS_1_099,CA_1,2014-04-20,12.0,0.98,FOODS
FOODS_1_099,CA_1,2014-06-15,8.0,0.98,FOODS
FOODS_1_099,CA_2,2013-05-05,6.0,0.98,FOODS
FOODS_1_099,CA_2,2014-04-20,6.0,0.98,FOODS
FOODS_1_099,CA_2,2014-06-15,2.0,0.98,FOODS
FOODS_1_099,CA_3,2013-05-05,5.0,0.98,FOODS
FOODS_1_099,CA_3,2014-04-20,3.0,0.98,FOODS
FOODS_1_099,CA_3,2014-06-15,1.0,0.98,FOODS
FOODS_1_099,CA_4,2013-05-05,7.0,0.98,FOODS
FOODS_1_099,CA_4,2014-04-20,9.0,0.98,FOODS
FOODS_1_099,CA_4,2014-06-15,8.0,0.98,FOODS
FOODS_1_099,TX_1,2013-05-05,2.0,0.98,FOODS
FOODS_1_099,TX_1,2014-04-20,1.0,0.98,FOODS
FOODS_1_099,TX_1,2014-06-15,4.0,0.98,FOODS
FOODS_1_099,TX_2,2013-05-05,3.0,0.98,FOODS
FOODS_1_099,TX_2,2014-04-20,11.0,0.98,FOODS
FOODS_1_099,TX_2,2014-06-15,6.0,0.98,FOODS
FOODS_1_099,TX_3,2014-04-20,2.0,0.98,FOODS
FOODS_1_099,TX_3,2014-06-15,5.0,0.98,FOODS
FOODS_1_099,WI_1,2013-05-05,5.0,0.98,FOODS
FOODS_1_099,WI_1,2014-04-20,8.0,0.98,FOODS
FOODS_1_099,WI_1,2014-06-15,4.0,0.98,FOODS
FOODS_1_099,WI_2,2013-05-05,7.0,0.98,FOODS
FOODS_1_099,WI_2,2014-04-20,6.0,0.98,FOODS
FOODS_1_099,WI_2,2014-06-15,9.0,0.98,FOODS
FOODS_1_099,WI_3,2014-04-20,1.0,0.98,FOODS
FOODS_1_099,WI_3,2014-06-15,1.0,0.98,FOODS
FOODS_1_101,CA_1,2011-04-24,1.0,1.97,FOODS
FOODS_1_101,CA_1,2014-06-15,1.0,1.97,FOODS
FOODS_1_101,CA_2,2014-04-20,7.0,1.97,FOODS
FOODS_1_101,CA_3,2014-06-15,1.0,1.97,FOODS
FOODS_1_101,TX_2,2014-06-15,1.0,1.97,FOODS
FOODS_1_101,WI_1,2011-04-24,2.0,1.97,FOODS
FOODS_1_101,WI_1,2014-06-15,2.0,1.97,FOODS
FOODS_1_101,WI_3,2011-04-24,1.0,1.97,FOODS
FOODS_1_101,WI_3,2014-06-15,2.0,1.97,FOODS
FOODS_1_102,CA_1,2011-04-24,2.0,1.5,FOODS
FOODS_1_102,CA_1,2014-04-20,1.0,1.78,FOODS
FOODS_1_102,CA_2,2013-05-05,1.0,1.78,FOODS
FOODS_1_102,CA_2,2014-04-20,4.0,1.78,FOODS
FOODS_1_102,CA_2,2014-06-15,1.0,1.78,FOODS
FOODS_1_102,CA_3,2011-04-24,3.0,1.5,FOODS
FOODS_1_102,CA_3,2013-05-05,2.0,1.78,FOODS
FOODS_1_102,CA_3,2014-04-20,4.0,1.78,FOODS
FOODS_1_102,CA_4,2014-04-20,1.0,1.78,FOODS
FOODS_1_102,TX_2,2013-05-05,1.0,1.78,FOODS
FOODS_1_102,TX_2,2014-04-20,2.0,1.78,FOODS
FOODS_1_102,TX_3,2011-04-24,3.0,1.5,FOODS
FOODS_1_102,TX_3,2013-05-05,1.0,1.78,FOODS
FOODS_1_102,WI_1,2013-05-05,2.0,1.78,FOODS
FOODS_1_102,WI_1,2014-04-20,3.0,1.78,FOODS
FOODS_1_102,WI_1,2014-06-15,2.0,1.78,FOODS
FOODS_1_102,WI_2,2011-04-24,1.0,1.64,FOODS
FOODS_1_102,WI_2,2013-05-05,3.0,1.78,FOODS
FOODS_1_102,WI_2,2014-04-20,3.0,1.78,FOODS
FOODS_1_102,WI_3,2011-04-24,2.0,1.5,FOODS
FOODS_1_102,WI_3,2014-04-20,1.0,1.78,FOODS
FOODS_1_103,CA_1,2014-04-20,3.0,3.94,FOODS
FOODS_1_103,CA_1,2014-06-15,6.0,3.94,FOODS
FOODS_1_103,CA_2,2011-04-24,3.0,3.18,FOODS
FOODS_1_103,CA_2,2014-06-15,7.0,3.94,FOODS
FOODS_1_103,CA_3,2011-04-24,2.0,3.18,FOODS
FOODS_1_103,CA_3,2014-04-20,7.0,3.94,FOODS
FOODS_1_103,CA_3,2014-06-15,5.0,3.94,FOODS
FOODS_1_103,CA_4,2014-04-20,1.0,3.94,FOODS
FOODS_1_103,TX_1,2011-04-24,1.0,3.18,FOODS
FOODS_1_103,TX_2,2011-04-24,1.0,3.18,FOODS
FOODS_1_103,TX_2,2014-04-20,2.0,3.94,FOODS
FOODS_1_103,TX_2,2014-06-15,4.0,3.94,FOODS
FOODS_1_103,TX_3,2011-04-24,1.0,3.18,FOODS
FOODS_1_103,TX_3,2014-04-20,4.0,3.94,FOODS
FOODS_1_103,TX_3,2014-06-15,2.0,3.94,FOODS
FOODS_1_103,WI_1,2014-04-20,2.0,3.88,FOODS
FOODS_1_103,WI_2,2014-04-20,1.0,3.88,FOODS
FOODS_1_103,WI_2,2014-06-15,2.0,3.88,FOODS
FOODS_1_103,WI_3,2011-04-24,1.0,3.18,FOODS
FOODS_1_105,CA_1,2014-04-20,1.0,1.88,FOODS
FOODS_1_105,CA_2,2014-04-20,7.0,1.88,FOODS
FOODS_1_105,CA_3,2013-05-05,1.0,1.88,FOODS
FOODS_1_105,CA_3,2014-06-15,3.0,1.88,FOODS
FOODS_1_105,TX_1,2013-05-05,2.0,1.88,FOODS
FOODS_1_105,WI_1,2013-05-05,1.0,1.88,FOODS
FOODS_1_105,WI_1,2014-04-20,1.0,1.88,FOODS
FOODS_1_105,WI_1,2014-06-15,1.0,1.88,FOODS
FOODS_1_105,WI_2,2013-05-05,1.0,1.88,FOODS
FOODS_1_105,WI_2,2014-04-20,1.0,1.88,FOODS
FOODS_1_116,CA_2,2011-04-24,2.0,2.18,FOODS
FOODS_1_116,CA_2,2013-05-05,3.0,2.48,FOODS
FOODS_1_116,CA_3,2013-05-05,1.0,2.48,FOODS
FOODS_1_116,CA_3,2014-06-15,1.0,2.23,FOODS
FOODS_1_116,WI_1,2013-05-05,1.0,2.48,FOODS
FOODS_1_116,WI_2,2013-05-05,3.0,2.48,FOODS
FOODS_1_118,CA_2,2014-04-20,2.0,0.98,FOODS
FOODS_1_118,CA_2,2014-06-15,3.0,0.98,FOODS
FOODS_1_118,TX_1,2014-04-20,1.0,0.98,FOODS
FOODS_1_118,WI_1,2013-05-05,3.0,0.98,FOODS
FOODS_1_118,WI_1,2014-06-15,2.0,0.98,FOODS
FOODS_1_118,WI_2,2014-04-20,3.0,0.98,FOODS
FOODS_1_118,WI_2,2014-06-15,2.0,0.98,FOODS
FOODS_1_118,WI_3,2013-05-05,1.0,0.98,FOODS
FOODS_1_120,CA_1,2013-05-05,1.0,1.78,FOODS
FOODS_1_120,CA_1,2014-04-20,3.0,1.78,FOODS
FOODS_1_120,CA_1,2014-06-15,3.0,1.78,FOODS
FOODS_1_120,CA_2,2013-05-05,12.0,1.78,FOODS
FOODS_1_120,CA_2,2014-04-20,3.0,1.78,FOODS
FOODS_1_120,CA_2,2014-06-15,2.0,1.78,FOODS
FOODS_1_120,CA_3,2013-05-05,8.0,1.78,FOODS
FOODS_1_120,CA_3,2014-04-20,5.0,1.78,FOODS
FOODS_1_120,CA_3,2014-06-15,2.0,1.78,FOODS
FOODS_1_120,CA_4,2013-05-05,1.0,1.78,FOODS
FOODS_1_120,TX_2,2013-05-05,2.0,1.78,FOODS
FOODS_1_120,TX_2,2014-04-20,4.0,1.78,FOODS
FOODS_1_120,TX_3,2013-05-05,1.0,1.78,FOODS
FOODS_1_120,TX_3,2014-06-15,3.0,1.78,FOODS
FOODS_1_120,WI_1,2013-05-05,3.0,1.78,FOODS
FOODS_1_120,WI_1,2014-04-20,1.0,1.78,FOODS
FOODS_1_120,WI_1,2014-06-15,1.0,1.78,FOODS
FOODS_1_120,WI_2,2013-05-05,1.0,1.78,FOODS
FOODS_1_120,WI_2,2014-06-15,2.0,1.78,FOODS
FOODS_1_120,WI_3,2014-04-20,1.0,1.78,FOODS
FOODS_1_120,WI_3,2014-06-15,1.0,1.78,FOODS
FOODS_1_136,CA_1,2013-05-05,2.0,4.74,FOODS
FOODS_1_136,CA_1,2014-04-20,1.0,4.74,FOODS
FOODS_1_136,CA_2,2011-04-24,1.0,3.97,FOODS
FOODS_1_136,CA_2,2014-06-15,1.0,4.74,FOODS
FOODS_1_136,CA_3,2014-04-20,1.0,4.74,FOODS
FOODS_1_136,CA_4,2011-04-24,1.0,3.97,FOODS
FOODS_1_136,CA_4,2014-06-15,2.0,4.74,FOODS
FOODS_1_136,WI_1,2011-04-24,5.0,3.97,FOODS
FOODS_1_136,WI_1,2013-05-05,1.0,4.74,FOODS
FOODS_1_136,WI_1,2014-04-20,1.0,4.74,FOODS
FOODS_1_136,WI_1,2014-06-15,3.0,4.74,FOODS
FOODS_1_151,CA_4,2014-06-15,1.0,10.98,FOODS
FOODS_1_151,TX_1,2014-04-20,1.0,10.98,FOODS
FOODS_1_151,TX_1,2014-06-15,1.0,10.98,FOODS
FOODS_1_151,TX_2,2014-06-15,2.0,10.98,FOODS
FOODS_1_151,TX_3,2013-05-05,2.0,10.98,FOODS
FOODS_1_151,WI_1,2013-05-05,2.0,10.98,FOODS
FOODS_1_151,WI_2,2013-05-05,1.0,10.98,FOODS
FOODS_1_151,WI_3,2014-04-20,1.0,10.98,FOODS
FOODS_1_157,CA_2,2014-04-20,2.0,4.58,FOODS
FOODS_1_157,CA_2,2014-06-15,1.0,4.65,FOODS
FOODS_1_157,TX_3,2014-04-20,1.0,5.11,FOODS
FOODS_1_157,WI_2,2014-04-20,1.0,6.11,FOODS
FOODS_1_169,CA_1,2014-06-15,1.0,3.24,FOODS
FOODS_1_169,CA_2,2013-05-05,1.0,3.24,FOODS
FOODS_1_169,CA_2,2014-04-20,1.0,3.24,FOODS
FOODS_1_169,CA_2,2014-06-15,1.0,3.24,FOODS
FOODS_1_169,CA_3,2014-04-20,1.0,3.24,FOODS
FOODS_1_169,CA_4,2013-05-05,2.0,3.24,FOODS
FOODS_1_169,TX_2,2013-05-05,2.0,3.24,FOODS
FOODS_1_169,TX_3,2013-05-05,1.0,3.24,FOODS
FOODS_1_169,WI_1,2013-05-05,1.0,3.24,FOODS
FOODS_1_169,WI_1,2014-06-15,3.0,3.24,FOODS
FOODS_1_169,WI_2,2013-05-05,1.0,3.24,FOODS
FOODS_1_169,WI_3,2014-06-15,1.0,3.24,FOODS
FOODS_1_171,CA_2,2014-06-15,1.0,4.65,FOODS
FOODS_1_171,CA_4,2014-04-20,4.0,4.58,FOODS
FOODS_1_171,WI_2,2014-04-20,1.0,6.03,FOODS
FOODS_1_172,CA_1,2011-04-24,6.0,1.68,FOODS
FOODS_1_172,CA_1,2014-06-15,6.0,1.84,FOODS
FOODS_1_172,CA_2,2013-05-05,2.0,1.84,FOODS
FOODS_1_172,CA_2,2014-04-20,4.0,1.84,FOODS
FOODS_1_172,CA_2,2014-06-15,2.0,1.84,FOODS
FOODS_1_172,CA_3,2011-04-24,12.0,1.68,FOODS
FOODS_1_172,CA_3,2014-04-20,6.0,1.84,FOODS
FOODS_1_172,CA_3,2014-06-15,2.0,1.84,FOODS
FOODS_1_172,CA_4,2011-04-24,1.0,1.68,FOODS
FOODS_1_172,CA_4,2013-05-05,1.0,1.84,FOODS
FOODS_1_172,CA_4,2014-04-20,2.0,1.84,FOODS
FOODS_1_172,TX_1,2011-04-24,4.0,1.54,FOODS
FOODS_1_172,TX_1,2014-04-20,2.0,1.84,FOODS
FOODS_1_172,TX_2,2011-04-24,9.0,1.54,FOODS
FOODS_1_172,TX_2,2013-05-05,2.0,1.84,FOODS
FOODS_1_172,TX_2,2014-04-20,3.0,1.84,FOODS
FOODS_1_172,TX_3,2013-05-05,1.0,1.84,FOODS
FOODS_1_172,TX_3,2014-06-15,1.0,1.84,FOODS
FOODS_1_172,WI_1,2011-04-24,1.0,1.68,FOODS
FOODS_1_172,WI_1,2014-04-20,4.0,1.84,FOODS
FOODS_1_172,WI_1,2014-06-15,4.0,1.84,FOODS
FOODS_1_172,WI_2,2013-05-05,4.0,1.84,FOODS
FOODS_1_172,WI_2,2014-04-20,3.0,1.84,FOODS
FOODS_1_172,WI_3,2011-04-24,1.0,1.68,FOODS
FOODS_1_172,WI_3,2013-05-05,1.0,1.84,FOODS
FOODS_1_172,WI_3,2014-06-15,2.0,1.84,FOODS
FOODS_1_176,CA_1,2014-06-15,2.0,3.24,FOODS
FOODS_1_176,CA_2,2014-04-20,1.0,3.24,FOODS
FOODS_1_176,CA_2,2014-06-15,2.0,3.24,FOODS
FOODS_1_176,CA_3,2014-06-15,2.0,3.24,FOODS
FOODS_1_176,CA_4,2013-05-05,1.0,3.24,FOODS
FOODS_1_176,TX_3,2014-04-20,2.0,3.24,FOODS
FOODS_1_176,WI_1,2013-05-05,1.0,3.24,FOODS
FOODS_1_178,CA_1,2013-05-05,1.0,8.98,FOODS
FOODS_1_178,CA_1,2014-06-15,2.0,8.98,FOODS
FOODS_1_178,CA_2,2011-04-24,3.0,8.97,FOODS
FOODS_1_178,CA_2,2013-05-05,2.0,8.98,FOODS
FOODS_1_178,CA_2,2014-04-20,6.0,8.98,FOODS
FOODS_1_178,CA_3,2013-05-05,2.0,8.98,FOODS
FOODS_1_178,CA_3,2014-04-20,5.0,8.98,FOODS
FOODS_1_178,CA_4,2011-04-24,1.0,8.97,FOODS
FOODS_1_178,TX_1,2013-05-05,1.0,8.98,FOODS
FOODS_1_178,TX_1,2014-04-20,3.0,8.98,FOODS
FOODS_1_178,TX_2,2011-04-24,3.0,8.97,FOODS
FOODS_1_178,TX_2,2013-05-05,1.0,8.98,FOODS
FOODS_1_178,TX_2,2014-04-20,5.0,8.98,FOODS
FOODS_1_178,TX_2,2014-06-15,1.0,8.98,FOODS
FOODS_1_178,TX_3,2013-05-05,2.0,8.98,FOODS
FOODS_1_178,TX_3,2014-04-20,9.0,8.98,FOODS
FOODS_1_178,WI_2,2014-06-15,2.0,8.98,FOODS
FOODS_1_178,WI_3,2011-04-24,1.0,8.97,FOODS
FOODS_1_178,WI_3,2013-05-05,1.0,8.98,FOODS
FOODS_1_193,CA_4,2014-04-20,3.0,4.58,FOODS
FOODS_1_193,CA_4,2014-06-15,1.0,4.65,FOODS
FOODS_1_193,TX_1,2014-04-20,2.0,5.11,FOODS
FOODS_1_193,TX_1,2014-06-15,1.0,5.18,FOODS
FOODS_1_193,TX_2,2014-04-20,2.0,5.11,FOODS
FOODS_1_193,TX_3,2014-04-20,6.0,5.11,FOODS
FOODS_1_193,TX_3,2014-06-15,6.0,5.18,FOODS
FOODS_1_193,WI_3,2014-04-20,1.0,6.03,FOODS
FOODS_1_195,CA_1,2013-05-05,2.0,2.24,FOODS
FOODS_1_195,CA_1,2014-04-20,2.0,2.24,FOODS
FOODS_1_195,CA_2,2013-05-05,2.0,2.24,FOODS
FOODS_1_195,CA_2,2014-04-20,5.0,2.24,FOODS
FOODS_1_195,CA_3,2013-05-05,3.0,2.24,FOODS
FOODS_1_195,CA_3,2014-04-20,5.0,2.24,FOODS
FOODS_1_195,CA_3,2014-06-15,2.0,2.24,FOODS
FOODS_1_195,CA_4,2013-05-05,2.0,2.24,FOODS
FOODS_1_195,CA_4,2014-04-20,2.0,2.24,FOODS
FOODS_1_195,CA_4,2014-06-15,2.0,2.24,FOODS
FOODS_1_195,TX_1,2013-05-05,2.0,2.24,FOODS
FOODS_1_195,TX_1,2014-06-15,3.0,2.24,FOODS
FOODS_1_195,TX_2,2013-05-05,3.0,2.24,FOODS
FOODS_1_195,TX_2,2014-06-15,1.0,2.24,FOODS
FOODS_1_195,WI_1,2013-05-05,1.0,2.24,FOODS
FOODS_1_195,WI_1,2014-04-20,2.0,2.24,FOODS
FOODS_1_195,WI_1,2014-06-15,3.0,2.24,FOODS
FOODS_1_195,WI_3,2014-04-20,3.0,2.24,FOODS
FOODS_1_195,WI_3,2014-06-15,1.0,2.24,FOODS
FOODS_1_201,CA_1,2011-04-24,4.0,2.0,FOODS
FOODS_1_201,CA_1,2014-04-20,2.0,2.24,FOODS
FOODS_1_201,CA_1,2014-06-15,1.0,2.24,FOODS
FOODS_1_201,CA_2,2011-04-24,2.0,2.0,FOODS
FOODS_1_201,CA_2,2014-04-20,5.0,2.24,FOODS
FOODS_1_201,CA_2,2014-06-15,2.0,2.24,FOODS
FOODS_1_201,CA_3,2014-04-20,3.0,2.24,FOODS
FOODS_1_201,CA_3,2014-06-15,4.0,2.24,FOODS
FOODS_1_201,CA_4,2011-04-24,1.0,2.0,FOODS
FOODS_1_201,CA_4,2014-04-20,1.0,2.24,FOODS
FOODS_1_201,TX_1,2014-04-20,1.0,2.24,FOODS
FOODS_1_201,TX_1,2014-06-15,3.0,2.24,FOODS
FOODS_1_201,TX_2,2011-04-24,1.0,2.0,FOODS
FOODS_1_201,TX_2,2014-04-20,1.0,2.24,FOODS
FOODS_1_201,TX_2,2014-06-15,2.0,2.24,FOODS
FOODS_1_201,TX_3,2011-04-24,1.0,2.0,FOODS
FOODS_1_201,TX_3,2014-04-20,1.0,2.24,FOODS
FOODS_1_201,TX_3,2014-06-15,1.0,2.24,FOODS
FOODS_1_201,WI_1,2011-04-24,1.0,2.0,FOODS
FOODS_1_201,WI_2,2014-04-20,1.0,2.24,FOODS
FOODS_1_201,WI_2,2014-06-15,4.0,2.24,FOODS
FOODS_1_201,WI_3,2014-04-20,3.0,2.24,FOODS
FOODS_1_201,WI_3,2014-06-15,2.0,2.24,FOODS
FOODS_1_206,CA_1,2011-04-24,6.0,1.58,FOODS
FOODS_1_206,CA_1,2014-06-15,2.0,2.28,FOODS
FOODS_1_206,CA_2,2011-04-24,3.0,1.58,FOODS
FOODS_1_206,CA_2,2014-04-20,2.0,2.28,FOODS
FOODS_1_206,CA_3,2014-06-15,1.0,2.28,FOODS
FOODS_1_206,CA_4,2011-04-24,3.0,1.58,FOODS
FOODS_1_206,CA_4,2013-05-05,1.0,1.76,FOODS
FOODS_1_206,CA_4,2014-04-20,1.0,2.28,FOODS
FOODS_1_206,TX_1,2013-05-05,3.0,1.76,FOODS
FOODS_1_206,TX_1,2014-06-15,1.0,2.28,FOODS
FOODS_1_206,TX_2,2011-04-24,4.0,1.58,FOODS
FOODS_1_206,TX_2,2014-04-20,2.0,2.28,FOODS
FOODS_1_206,TX_3,2011-04-24,8.0,1.58,FOODS
FOODS_1_206,TX_3,2013-05-05,2.0,1.76,FOODS
FOODS_1_206,TX_3,2014-04-20,1.0,2.28,FOODS
FOODS_1_206,WI_1,2011-04-24,1.0,1.58,FOODS
